54,-784,192
117,-464,176
181,96,208
243,80,48
307,0,448
369,0,320
433,-16,112
501,-32,336
565,-128,160
630,-112,-32
693,0,-96
756,32,112
819,96,64
882,160,16
945,192,16
1007,176,0
1072,160,64
1138,144,160
1204,48,64
1270,32,80
1333,0,96
1396,-16,64
1461,-48,144
1523,-80,192
1587,-96,144
1650,0,80
1712,16,80
1775,48,80
1836,96,96
1903,128,128
1969,128,96
2035,144,48
2100,128,48
2162,16,80
2228,16,80
2292,0,112
2354,-16,80
2417,-48,48
2481,-64,64
2547,-64,80
2614,-48,96
2678,32,96
2740,48,64
2805,80,48
2867,96,64
2931,96,80
2994,112,96
3056,96,96
3120,0,80
3181,-16,48
3246,-16,64
3307,-32,80
3371,-48,64
3437,-48,96
3500,-48,96
3564,-16,16
3629,80,32
3695,16,-48
3761,128,-112
3829,112,-48
3892,96,96
3955,-64,128
4018,16,80
4080,0,80
4144,0,96
4211,0,96
4277,48,128
4343,-16,80
4409,-128,-48
4472,-16,32
4534,-48,128
4596,-48,96
4660,48,112
4721,-112,80
4786,-16,64
4852,-16,96
4916,-32,96
4978,-16,144
5044,-16,80
5110,112,64
5171,-80,112
