53,-896,192
115,-896,352
177,112,32
241,96,32
308,128,144
374,80,80
440,48,80
506,-32,96
571,-96,128
634,-128,144
697,-112,112
762,-32,80
825,32,48
887,112,64
951,176,128
1013,208,144
1075,208,112
1137,192,80
1204,176,48
1270,80,80
1336,96,96
1402,64,144
1467,32,128
1529,-16,96
1593,-96,80
1656,-112,96
1718,-112,128
1780,-16,96
1845,16,96
1911,80,64
1977,128,64
2041,160,96
2104,160,96
2168,160,112
2234,144,80
2297,64,80
2359,48,64
2423,32,80
2485,0,96
2549,-48,96
2616,-64,112
2682,-96,96
2744,-80,80
2807,32,80
2873,48,80
2935,64,80
2999,112,96
3061,112,80
3124,128,80
3186,128,64
3249,128,80
3315,32,64
3381,16,80
3447,0,80
3512,-32,64
3578,-48,80
3640,-64,80
3703,-64,80
3766,-16,80
3829,48,96
3893,80,64
3956,80,80
4019,80,80
4085,96,80
4150,112,32
4212,96,64
4277,16,112
4343,0,64
4408,-16,64
4471,-32,64
4535,-64,128
4598,-96,64
4659,16,128
4724,80,112
4791,-32,0
4853,64,80
4916,64,144
4983,64,160
5047,64,128
5110,64,64
5173,48,-16
5236,32,80
5298,0,448
5363,-16,-48
5429,-16,64
5495,32,0
5561,-16,112
