54,624,48
116,608,48
179,640,112
245,640,128
306,624,96
370,608,112
432,560,64
496,368,-16
559,-48,0
621,-48,128
685,0,144
751,32,288
817,80,176
884,144,112
950,176,32
1016,176,0
1078,128,80
1141,80,80
1202,80,112
1266,64,144
1329,32,144
1392,0,80
1455,-32,48
1517,-48,16
1580,-64,0
1643,-64,80
1708,0,144
1774,16,176
1840,48,176
1906,80,128
1968,96,80
2031,112,16
2094,128,-16
2156,128,0
2222,112,64
2287,48,144
2353,48,176
2342,48,176
2407,32,144
2472,0,64
2535,-16,16
2599,-32,-16
2660,-48,0
2724,-48,48
2787,32,128
2849,32,176
2914,48,176
2980,80,128
3046,80,80
3112,96,16
3178,112,0
3241,112,16
3303,96,64
3365,48,128
3429,32,160
3492,16,160
3554,16,128
3617,0,80
3680,-16,32
3743,-32,16
3805,-32,32
3870,-16,64
3936,48,112
4002,48,144
4067,64,144
4133,80,112
4194,80,80
4258,80,48
4324,80,32
4387,80,48
4449,64,80
4513,16,112
4579,16,128
4645,16,128
4710,0,96
4772,0,80
4837,0,48
4903,0,48
4969,0,64
5031,32,96
5094,64,96
5157,64,112
5220,64,112
5282,416,-144
5344,96,224
5411,80,-32
5473,48,112
5536,16,96
5602,-16,176
5663,80,64
5727,128,0
5790,144,-48
5853,-208,208
5914,64,128
5976,112,80
6039,80,32
6103,192,64
6169,112,-64
6235,96,64
6301,128,16
